"category","date","index","label"
"c3_cancel_public_events",2020-08-14,2,"public events"
"c4_restrictions_on_gatherings",2020-08-14,4,"gatherings"
"c5_close_public_transport",2020-08-14,1,"public transport"
"c6_stay_at_home_requirements",2020-08-14,2,"stay-at-home"
"c7_movementrestrictions",2020-08-14,2,"internal movements"
"c8_internationaltravel",2020-08-14,4,"cross-border movements"
"stringency_index",2020-08-15,75.46,"stringency index"
"c1_school_closing",2020-08-15,3,"schools"
"c2_workplace_closing",2020-08-15,3,"workplace"
"c3_cancel_public_events",2020-08-15,2,"public events"
"c4_restrictions_on_gatherings",2020-08-15,4,"gatherings"
"c5_close_public_transport",2020-08-15,1,"public transport"
"c6_stay_at_home_requirements",2020-08-15,2,"stay-at-home"
"c7_movementrestrictions",2020-08-15,2,"internal movements"
"c8_internationaltravel",2020-08-15,4,"cross-border movements"
"stringency_index",2020-08-16,75.46,"stringency index"
"c1_school_closing",2020-08-16,3,"schools"
"c2_workplace_closing",2020-08-16,3,"workplace"
"c3_cancel_public_events",2020-08-16,2,"public events"
"c4_restrictions_on_gatherings",2020-08-16,4,"gatherings"
"c5_close_public_transport",2020-08-16,1,"public transport"
"c6_stay_at_home_requirements",2020-08-16,2,"stay-at-home"
"c7_movementrestrictions",2020-08-16,2,"internal movements"
"c8_internationaltravel",2020-08-16,4,"cross-border movements"
"stringency_index",2020-08-17,75.46,"stringency index"
"c1_school_closing",2020-08-17,3,"schools"
"c2_workplace_closing",2020-08-17,3,"workplace"
"c3_cancel_public_events",2020-08-17,2,"public events"
"c4_restrictions_on_gatherings",2020-08-17,4,"gatherings"
"c5_close_public_transport",2020-08-17,1,"public transport"
"c6_stay_at_home_requirements",2020-08-17,2,"stay-at-home"
"c7_movementrestrictions",2020-08-17,2,"internal movements"
"c8_internationaltravel",2020-08-17,4,"cross-border movements"
"stringency_index",2020-08-18,75.46,"stringency index"
"c1_school_closing",2020-08-18,3,"schools"
"c2_workplace_closing",2020-08-18,3,"workplace"
"c3_cancel_public_events",2020-08-18,2,"public events"
"c4_restrictions_on_gatherings",2020-08-18,4,"gatherings"
"c5_close_public_transport",2020-08-18,1,"public transport"
"c6_stay_at_home_requirements",2020-08-18,2,"stay-at-home"
"c7_movementrestrictions",2020-08-18,2,"internal movements"
"c8_internationaltravel",2020-08-18,4,"cross-border movements"
"stringency_index",2020-08-19,75.46,"stringency index"
"c1_school_closing",2020-08-19,3,"schools"
"c2_workplace_closing",2020-08-19,3,"workplace"
"c3_cancel_public_events",2020-08-19,2,"public events"
"c4_restrictions_on_gatherings",2020-08-19,4,"gatherings"
"c5_close_public_transport",2020-08-19,1,"public transport"
"c6_stay_at_home_requirements",2020-08-19,2,"stay-at-home"
"c7_movementrestrictions",2020-08-19,2,"internal movements"
"c8_internationaltravel",2020-08-19,4,"cross-border movements"
"stringency_index",2020-08-20,75.46,"stringency index"
"c1_school_closing",2020-08-20,3,"schools"
"c2_workplace_closing",2020-08-20,3,"workplace"
"c3_cancel_public_events",2020-08-20,2,"public events"
"c4_restrictions_on_gatherings",2020-08-20,4,"gatherings"
"c5_close_public_transport",2020-08-20,1,"public transport"
"c6_stay_at_home_requirements",2020-08-20,2,"stay-at-home"
"c7_movementrestrictions",2020-08-20,2,"internal movements"
"c8_internationaltravel",2020-08-20,4,"cross-border movements"
"stringency_index",2020-08-21,75.46,"stringency index"
"c1_school_closing",2020-08-21,3,"schools"
"c2_workplace_closing",2020-08-21,3,"workplace"
"c3_cancel_public_events",2020-08-21,2,"public events"
"c4_restrictions_on_gatherings",2020-08-21,4,"gatherings"
"c5_close_public_transport",2020-08-21,1,"public transport"
"c6_stay_at_home_requirements",2020-08-21,2,"stay-at-home"
"c7_movementrestrictions",2020-08-21,2,"internal movements"
"c8_internationaltravel",2020-08-21,4,"cross-border movements"
"stringency_index",2020-08-22,75.46,"stringency index"
"c1_school_closing",2020-08-22,3,"schools"
"c2_workplace_closing",2020-08-22,3,"workplace"
"c3_cancel_public_events",2020-08-22,2,"public events"
"c4_restrictions_on_gatherings",2020-08-22,4,"gatherings"
"c5_close_public_transport",2020-08-22,1,"public transport"
"c6_stay_at_home_requirements",2020-08-22,2,"stay-at-home"
"c7_movementrestrictions",2020-08-22,2,"internal movements"
"c8_internationaltravel",2020-08-22,4,"cross-border movements"
"stringency_index",2020-08-23,75.46,"stringency index"
"c1_school_closing",2020-08-23,3,"schools"
"c2_workplace_closing",2020-08-23,3,"workplace"
"c3_cancel_public_events",2020-08-23,2,"public events"
"c4_restrictions_on_gatherings",2020-08-23,4,"gatherings"
"c5_close_public_transport",2020-08-23,1,"public transport"
"c6_stay_at_home_requirements",2020-08-23,2,"stay-at-home"
"c7_movementrestrictions",2020-08-23,2,"internal movements"
"c8_internationaltravel",2020-08-23,4,"cross-border movements"
"stringency_index",2020-08-24,75.46,"stringency index"
"c1_school_closing",2020-08-24,3,"schools"
"c2_workplace_closing",2020-08-24,3,"workplace"
"c3_cancel_public_events",2020-08-24,2,"public events"
"c4_restrictions_on_gatherings",2020-08-24,4,"gatherings"
"c5_close_public_transport",2020-08-24,1,"public transport"
"c6_stay_at_home_requirements",2020-08-24,2,"stay-at-home"
"c7_movementrestrictions",2020-08-24,2,"internal movements"
"c8_internationaltravel",2020-08-24,4,"cross-border movements"
"stringency_index",2020-08-25,75.46,"stringency index"
"c1_school_closing",2020-08-25,3,"schools"
"c2_workplace_closing",2020-08-25,3,"workplace"
"c3_cancel_public_events",2020-08-25,2,"public events"
"c4_restrictions_on_gatherings",2020-08-25,4,"gatherings"
"c5_close_public_transport",2020-08-25,1,"public transport"
"c6_stay_at_home_requirements",2020-08-25,2,"stay-at-home"
"c7_movementrestrictions",2020-08-25,2,"internal movements"
"c8_internationaltravel",2020-08-25,4,"cross-border movements"
"stringency_index",2020-08-26,75.46,"stringency index"
"c1_school_closing",2020-08-26,3,"schools"
"c2_workplace_closing",2020-08-26,3,"workplace"
"c3_cancel_public_events",2020-08-26,2,"public events"
"c4_restrictions_on_gatherings",2020-08-26,4,"gatherings"
"c5_close_public_transport",2020-08-26,1,"public transport"
"c6_stay_at_home_requirements",2020-08-26,2,"stay-at-home"
"c7_movementrestrictions",2020-08-26,2,"internal movements"
"c8_internationaltravel",2020-08-26,4,"cross-border movements"
"stringency_index",2020-08-27,75.46,"stringency index"
"c1_school_closing",2020-08-27,3,"schools"
"c2_workplace_closing",2020-08-27,3,"workplace"
"c3_cancel_public_events",2020-08-27,2,"public events"
"c4_restrictions_on_gatherings",2020-08-27,4,"gatherings"
"c5_close_public_transport",2020-08-27,1,"public transport"
"c6_stay_at_home_requirements",2020-08-27,2,"stay-at-home"
"c7_movementrestrictions",2020-08-27,2,"internal movements"
"c8_internationaltravel",2020-08-27,4,"cross-border movements"
"stringency_index",2020-08-28,75.46,"stringency index"
"c1_school_closing",2020-08-28,3,"schools"
"c2_workplace_closing",2020-08-28,3,"workplace"
"c3_cancel_public_events",2020-08-28,2,"public events"
"c4_restrictions_on_gatherings",2020-08-28,4,"gatherings"
"c5_close_public_transport",2020-08-28,1,"public transport"
"c6_stay_at_home_requirements",2020-08-28,2,"stay-at-home"
"c7_movementrestrictions",2020-08-28,2,"internal movements"
"c8_internationaltravel",2020-08-28,4,"cross-border movements"
"stringency_index",2020-08-29,75.46,"stringency index"
"c1_school_closing",2020-08-29,3,"schools"
"c2_workplace_closing",2020-08-29,3,"workplace"
"c3_cancel_public_events",2020-08-29,2,"public events"
"c4_restrictions_on_gatherings",2020-08-29,4,"gatherings"
"c5_close_public_transport",2020-08-29,1,"public transport"
"c6_stay_at_home_requirements",2020-08-29,2,"stay-at-home"
"c7_movementrestrictions",2020-08-29,2,"internal movements"
"c8_internationaltravel",2020-08-29,4,"cross-border movements"
"stringency_index",2020-08-30,75.46,"stringency index"
"c1_school_closing",2020-08-30,3,"schools"
"c2_workplace_closing",2020-08-30,3,"workplace"
"c3_cancel_public_events",2020-08-30,2,"public events"
"c4_restrictions_on_gatherings",2020-08-30,4,"gatherings"
"c5_close_public_transport",2020-08-30,1,"public transport"
"c6_stay_at_home_requirements",2020-08-30,2,"stay-at-home"
"c7_movementrestrictions",2020-08-30,2,"internal movements"
"c8_internationaltravel",2020-08-30,4,"cross-border movements"
"stringency_index",2020-08-31,75.46,"stringency index"
"c1_school_closing",2020-08-31,3,"schools"
"c2_workplace_closing",2020-08-31,3,"workplace"
"c3_cancel_public_events",2020-08-31,2,"public events"
"c4_restrictions_on_gatherings",2020-08-31,4,"gatherings"
"c5_close_public_transport",2020-08-31,1,"public transport"
"c6_stay_at_home_requirements",2020-08-31,2,"stay-at-home"
"c7_movementrestrictions",2020-08-31,2,"internal movements"
"c8_internationaltravel",2020-08-31,4,"cross-border movements"
"stringency_index",2020-09-01,75.46,"stringency index"
"c1_school_closing",2020-09-01,3,"schools"
"c2_workplace_closing",2020-09-01,3,"workplace"
"c3_cancel_public_events",2020-09-01,2,"public events"
"c4_restrictions_on_gatherings",2020-09-01,4,"gatherings"
"c5_close_public_transport",2020-09-01,1,"public transport"
"c6_stay_at_home_requirements",2020-09-01,2,"stay-at-home"
"c7_movementrestrictions",2020-09-01,2,"internal movements"
"c8_internationaltravel",2020-09-01,4,"cross-border movements"
"stringency_index",2020-09-02,75.46,"stringency index"
"c1_school_closing",2020-09-02,3,"schools"
"c2_workplace_closing",2020-09-02,3,"workplace"
"c3_cancel_public_events",2020-09-02,2,"public events"
"c4_restrictions_on_gatherings",2020-09-02,4,"gatherings"
"c5_close_public_transport",2020-09-02,1,"public transport"
"c6_stay_at_home_requirements",2020-09-02,2,"stay-at-home"
"c7_movementrestrictions",2020-09-02,2,"internal movements"
"c8_internationaltravel",2020-09-02,4,"cross-border movements"
"stringency_index",2020-09-03,75.46,"stringency index"
"c1_school_closing",2020-09-03,3,"schools"
"c2_workplace_closing",2020-09-03,3,"workplace"
"c3_cancel_public_events",2020-09-03,2,"public events"
"c4_restrictions_on_gatherings",2020-09-03,4,"gatherings"
"c5_close_public_transport",2020-09-03,1,"public transport"
"c6_stay_at_home_requirements",2020-09-03,2,"stay-at-home"
"c7_movementrestrictions",2020-09-03,2,"internal movements"
"c8_internationaltravel",2020-09-03,4,"cross-border movements"
"stringency_index",2020-09-04,75.46,"stringency index"
"c1_school_closing",2020-09-04,3,"schools"
"c2_workplace_closing",2020-09-04,3,"workplace"
"c3_cancel_public_events",2020-09-04,2,"public events"
"c4_restrictions_on_gatherings",2020-09-04,4,"gatherings"
"c5_close_public_transport",2020-09-04,1,"public transport"
"c6_stay_at_home_requirements",2020-09-04,2,"stay-at-home"
"c7_movementrestrictions",2020-09-04,2,"internal movements"
"c8_internationaltravel",2020-09-04,4,"cross-border movements"
"stringency_index",2020-09-05,75.46,"stringency index"
"c1_school_closing",2020-09-05,3,"schools"
"c2_workplace_closing",2020-09-05,3,"workplace"
"c3_cancel_public_events",2020-09-05,2,"public events"
"c4_restrictions_on_gatherings",2020-09-05,4,"gatherings"
"c5_close_public_transport",2020-09-05,1,"public transport"
"c6_stay_at_home_requirements",2020-09-05,2,"stay-at-home"
"c7_movementrestrictions",2020-09-05,2,"internal movements"
"c8_internationaltravel",2020-09-05,4,"cross-border movements"
"stringency_index",2020-09-06,75.46,"stringency index"
"c1_school_closing",2020-09-06,3,"schools"
"c2_workplace_closing",2020-09-06,3,"workplace"
"c3_cancel_public_events",2020-09-06,2,"public events"
"c4_restrictions_on_gatherings",2020-09-06,4,"gatherings"
"c5_close_public_transport",2020-09-06,1,"public transport"
"c6_stay_at_home_requirements",2020-09-06,2,"stay-at-home"
"c7_movementrestrictions",2020-09-06,2,"internal movements"
"c8_internationaltravel",2020-09-06,4,"cross-border movements"
"stringency_index",2020-09-07,75.46,"stringency index"
"c1_school_closing",2020-09-07,3,"schools"
"c2_workplace_closing",2020-09-07,3,"workplace"
"c3_cancel_public_events",2020-09-07,2,"public events"
"c4_restrictions_on_gatherings",2020-09-07,4,"gatherings"
"c5_close_public_transport",2020-09-07,1,"public transport"
"c6_stay_at_home_requirements",2020-09-07,2,"stay-at-home"
"c7_movementrestrictions",2020-09-07,2,"internal movements"
"c8_internationaltravel",2020-09-07,4,"cross-border movements"
"stringency_index",2020-09-08,75.46,"stringency index"
"c1_school_closing",2020-09-08,3,"schools"
"c2_workplace_closing",2020-09-08,3,"workplace"
"c3_cancel_public_events",2020-09-08,2,"public events"
"c4_restrictions_on_gatherings",2020-09-08,4,"gatherings"
"c5_close_public_transport",2020-09-08,1,"public transport"
"c6_stay_at_home_requirements",2020-09-08,2,"stay-at-home"
"c7_movementrestrictions",2020-09-08,2,"internal movements"
"c8_internationaltravel",2020-09-08,4,"cross-border movements"
"stringency_index",2020-09-09,75.46,"stringency index"
"c1_school_closing",2020-09-09,3,"schools"
"c2_workplace_closing",2020-09-09,3,"workplace"
"c3_cancel_public_events",2020-09-09,2,"public events"
"c4_restrictions_on_gatherings",2020-09-09,4,"gatherings"
"c5_close_public_transport",2020-09-09,1,"public transport"
"c6_stay_at_home_requirements",2020-09-09,2,"stay-at-home"
"c7_movementrestrictions",2020-09-09,2,"internal movements"
"c8_internationaltravel",2020-09-09,4,"cross-border movements"
"stringency_index",2020-09-10,75.46,"stringency index"
"c1_school_closing",2020-09-10,3,"schools"
"c2_workplace_closing",2020-09-10,3,"workplace"
"c3_cancel_public_events",2020-09-10,2,"public events"
"c4_restrictions_on_gatherings",2020-09-10,4,"gatherings"
"c5_close_public_transport",2020-09-10,1,"public transport"
"c6_stay_at_home_requirements",2020-09-10,2,"stay-at-home"
"c7_movementrestrictions",2020-09-10,2,"internal movements"
"c8_internationaltravel",2020-09-10,4,"cross-border movements"
"stringency_index",2020-09-11,75.46,"stringency index"
"c1_school_closing",2020-09-11,3,"schools"
"c2_workplace_closing",2020-09-11,3,"workplace"
"c3_cancel_public_events",2020-09-11,2,"public events"
"c4_restrictions_on_gatherings",2020-09-11,4,"gatherings"
"c5_close_public_transport",2020-09-11,1,"public transport"
"c6_stay_at_home_requirements",2020-09-11,2,"stay-at-home"
"c7_movementrestrictions",2020-09-11,2,"internal movements"
"c8_internationaltravel",2020-09-11,4,"cross-border movements"
"stringency_index",2020-09-12,75.46,"stringency index"
"c1_school_closing",2020-09-12,3,"schools"
"c2_workplace_closing",2020-09-12,3,"workplace"
"c3_cancel_public_events",2020-09-12,2,"public events"
"c4_restrictions_on_gatherings",2020-09-12,4,"gatherings"
"c5_close_public_transport",2020-09-12,1,"public transport"
"c6_stay_at_home_requirements",2020-09-12,2,"stay-at-home"
"c7_movementrestrictions",2020-09-12,2,"internal movements"
"c8_internationaltravel",2020-09-12,4,"cross-border movements"
"stringency_index",2020-09-13,75.46,"stringency index"
"c1_school_closing",2020-09-13,3,"schools"
"c2_workplace_closing",2020-09-13,3,"workplace"
"c3_cancel_public_events",2020-09-13,2,"public events"
"c4_restrictions_on_gatherings",2020-09-13,4,"gatherings"
"c5_close_public_transport",2020-09-13,1,"public transport"
"c6_stay_at_home_requirements",2020-09-13,2,"stay-at-home"
"c7_movementrestrictions",2020-09-13,2,"internal movements"
"c8_internationaltravel",2020-09-13,4,"cross-border movements"
"stringency_index",2020-09-14,75.46,"stringency index"
"c1_school_closing",2020-09-14,3,"schools"
"c2_workplace_closing",2020-09-14,3,"workplace"
"c3_cancel_public_events",2020-09-14,2,"public events"
"c4_restrictions_on_gatherings",2020-09-14,4,"gatherings"
"c5_close_public_transport",2020-09-14,1,"public transport"
"c6_stay_at_home_requirements",2020-09-14,2,"stay-at-home"
"c7_movementrestrictions",2020-09-14,2,"internal movements"
"c8_internationaltravel",2020-09-14,4,"cross-border movements"
"stringency_index",2020-09-15,75.46,"stringency index"
"c1_school_closing",2020-09-15,3,"schools"
"c2_workplace_closing",2020-09-15,3,"workplace"
"c3_cancel_public_events",2020-09-15,2,"public events"
"c4_restrictions_on_gatherings",2020-09-15,4,"gatherings"
"c5_close_public_transport",2020-09-15,1,"public transport"
"c6_stay_at_home_requirements",2020-09-15,2,"stay-at-home"
"c7_movementrestrictions",2020-09-15,2,"internal movements"
"c8_internationaltravel",2020-09-15,4,"cross-border movements"
"stringency_index",2020-09-16,75.46,"stringency index"
"c1_school_closing",2020-09-16,3,"schools"
"c2_workplace_closing",2020-09-16,3,"workplace"
"c3_cancel_public_events",2020-09-16,2,"public events"
"c4_restrictions_on_gatherings",2020-09-16,4,"gatherings"
"c5_close_public_transport",2020-09-16,1,"public transport"
"c6_stay_at_home_requirements",2020-09-16,2,"stay-at-home"
"c7_movementrestrictions",2020-09-16,2,"internal movements"
"c8_internationaltravel",2020-09-16,4,"cross-border movements"
"stringency_index",2020-09-17,75.46,"stringency index"
"c1_school_closing",2020-09-17,3,"schools"
"c2_workplace_closing",2020-09-17,3,"workplace"
"c3_cancel_public_events",2020-09-17,2,"public events"
"c4_restrictions_on_gatherings",2020-09-17,4,"gatherings"
"c5_close_public_transport",2020-09-17,1,"public transport"
"c6_stay_at_home_requirements",2020-09-17,2,"stay-at-home"
"c7_movementrestrictions",2020-09-17,2,"internal movements"
"c8_internationaltravel",2020-09-17,4,"cross-border movements"
"stringency_index",2020-09-18,75.46,"stringency index"
"c1_school_closing",2020-09-18,3,"schools"
"c2_workplace_closing",2020-09-18,3,"workplace"
"c3_cancel_public_events",2020-09-18,2,"public events"
"c4_restrictions_on_gatherings",2020-09-18,4,"gatherings"
"c5_close_public_transport",2020-09-18,1,"public transport"
"c6_stay_at_home_requirements",2020-09-18,2,"stay-at-home"
"c7_movementrestrictions",2020-09-18,2,"internal movements"
"c8_internationaltravel",2020-09-18,4,"cross-border movements"
"stringency_index",2020-09-19,75.46,"stringency index"
"c1_school_closing",2020-09-19,3,"schools"
"c2_workplace_closing",2020-09-19,3,"workplace"
"c3_cancel_public_events",2020-09-19,2,"public events"
"c4_restrictions_on_gatherings",2020-09-19,4,"gatherings"
"c5_close_public_transport",2020-09-19,1,"public transport"
"c6_stay_at_home_requirements",2020-09-19,2,"stay-at-home"
"c7_movementrestrictions",2020-09-19,2,"internal movements"
"c8_internationaltravel",2020-09-19,4,"cross-border movements"
"stringency_index",2020-09-20,75.46,"stringency index"
"c1_school_closing",2020-09-20,3,"schools"
"c2_workplace_closing",2020-09-20,3,"workplace"
"c3_cancel_public_events",2020-09-20,2,"public events"
"c4_restrictions_on_gatherings",2020-09-20,4,"gatherings"
"c5_close_public_transport",2020-09-20,1,"public transport"
"c6_stay_at_home_requirements",2020-09-20,2,"stay-at-home"
"c7_movementrestrictions",2020-09-20,2,"internal movements"
"c8_internationaltravel",2020-09-20,4,"cross-border movements"
"stringency_index",2020-09-21,75.46,"stringency index"
"c1_school_closing",2020-09-21,3,"schools"
"c2_workplace_closing",2020-09-21,3,"workplace"
"c3_cancel_public_events",2020-09-21,2,"public events"
"c4_restrictions_on_gatherings",2020-09-21,4,"gatherings"
"c5_close_public_transport",2020-09-21,1,"public transport"
"c6_stay_at_home_requirements",2020-09-21,2,"stay-at-home"
"c7_movementrestrictions",2020-09-21,2,"internal movements"
"c8_internationaltravel",2020-09-21,4,"cross-border movements"
"stringency_index",2020-09-22,75.46,"stringency index"
"c1_school_closing",2020-09-22,3,"schools"
"c2_workplace_closing",2020-09-22,3,"workplace"
"c3_cancel_public_events",2020-09-22,2,"public events"
"c4_restrictions_on_gatherings",2020-09-22,4,"gatherings"
"c5_close_public_transport",2020-09-22,1,"public transport"
"c6_stay_at_home_requirements",2020-09-22,2,"stay-at-home"
"c7_movementrestrictions",2020-09-22,2,"internal movements"
"c8_internationaltravel",2020-09-22,4,"cross-border movements"
"stringency_index",2020-09-23,75.46,"stringency index"
"c1_school_closing",2020-09-23,3,"schools"
"c2_workplace_closing",2020-09-23,3,"workplace"
"c3_cancel_public_events",2020-09-23,2,"public events"
"c4_restrictions_on_gatherings",2020-09-23,4,"gatherings"
"c5_close_public_transport",2020-09-23,1,"public transport"
"c6_stay_at_home_requirements",2020-09-23,2,"stay-at-home"
"c7_movementrestrictions",2020-09-23,2,"internal movements"
"c8_internationaltravel",2020-09-23,4,"cross-border movements"
"stringency_index",2020-09-24,75.46,"stringency index"
"c1_school_closing",2020-09-24,3,"schools"
"c2_workplace_closing",2020-09-24,3,"workplace"
"c3_cancel_public_events",2020-09-24,2,"public events"
"c4_restrictions_on_gatherings",2020-09-24,4,"gatherings"
"c5_close_public_transport",2020-09-24,1,"public transport"
"c6_stay_at_home_requirements",2020-09-24,2,"stay-at-home"
"c7_movementrestrictions",2020-09-24,2,"internal movements"
"c8_internationaltravel",2020-09-24,4,"cross-border movements"
"stringency_index",2020-09-25,75.46,"stringency index"
"c1_school_closing",2020-09-25,3,"schools"
"c2_workplace_closing",2020-09-25,3,"workplace"
"c3_cancel_public_events",2020-09-25,2,"public events"
"c4_restrictions_on_gatherings",2020-09-25,4,"gatherings"
"c5_close_public_transport",2020-09-25,1,"public transport"
"c6_stay_at_home_requirements",2020-09-25,2,"stay-at-home"
"c7_movementrestrictions",2020-09-25,2,"internal movements"
"c8_internationaltravel",2020-09-25,4,"cross-border movements"
"stringency_index",2020-09-26,75.46,"stringency index"
"c1_school_closing",2020-09-26,3,"schools"
"c2_workplace_closing",2020-09-26,3,"workplace"
"c3_cancel_public_events",2020-09-26,2,"public events"
"c4_restrictions_on_gatherings",2020-09-26,4,"gatherings"
"c5_close_public_transport",2020-09-26,1,"public transport"
"c6_stay_at_home_requirements",2020-09-26,2,"stay-at-home"
"c7_movementrestrictions",2020-09-26,2,"internal movements"
"c8_internationaltravel",2020-09-26,4,"cross-border movements"
"stringency_index",2020-09-27,75.46,"stringency index"
"c1_school_closing",2020-09-27,3,"schools"
"c2_workplace_closing",2020-09-27,3,"workplace"
"c3_cancel_public_events",2020-09-27,2,"public events"
"c4_restrictions_on_gatherings",2020-09-27,4,"gatherings"
"c5_close_public_transport",2020-09-27,1,"public transport"
"c6_stay_at_home_requirements",2020-09-27,2,"stay-at-home"
"c7_movementrestrictions",2020-09-27,2,"internal movements"
"c8_internationaltravel",2020-09-27,4,"cross-border movements"
"stringency_index",2020-09-28,68.06,"stringency index"
"c1_school_closing",2020-09-28,2,"schools"
"c2_workplace_closing",2020-09-28,2,"workplace"
"c3_cancel_public_events",2020-09-28,2,"public events"
"c4_restrictions_on_gatherings",2020-09-28,4,"gatherings"
"c5_close_public_transport",2020-09-28,1,"public transport"
"c6_stay_at_home_requirements",2020-09-28,2,"stay-at-home"
"c7_movementrestrictions",2020-09-28,2,"internal movements"
"c8_internationaltravel",2020-09-28,4,"cross-border movements"
"stringency_index",2020-09-29,68.06,"stringency index"
"c1_school_closing",2020-09-29,2,"schools"
"c2_workplace_closing",2020-09-29,2,"workplace"
"c3_cancel_public_events",2020-09-29,2,"public events"
"c4_restrictions_on_gatherings",2020-09-29,4,"gatherings"
"c5_close_public_transport",2020-09-29,1,"public transport"
"c6_stay_at_home_requirements",2020-09-29,2,"stay-at-home"
"c7_movementrestrictions",2020-09-29,2,"internal movements"
"c8_internationaltravel",2020-09-29,4,"cross-border movements"
"stringency_index",2020-09-30,68.06,"stringency index"
"c1_school_closing",2020-09-30,2,"schools"
"c2_workplace_closing",2020-09-30,2,"workplace"
"c3_cancel_public_events",2020-09-30,2,"public events"
"c4_restrictions_on_gatherings",2020-09-30,4,"gatherings"
"c5_close_public_transport",2020-09-30,1,"public transport"
"c6_stay_at_home_requirements",2020-09-30,2,"stay-at-home"
"c7_movementrestrictions",2020-09-30,2,"internal movements"
"c8_internationaltravel",2020-09-30,4,"cross-border movements"
"stringency_index",2020-10-01,68.06,"stringency index"
"c1_school_closing",2020-10-01,2,"schools"
"c2_workplace_closing",2020-10-01,2,"workplace"
"c3_cancel_public_events",2020-10-01,2,"public events"
"c4_restrictions_on_gatherings",2020-10-01,4,"gatherings"
"c5_close_public_transport",2020-10-01,1,"public transport"
"c6_stay_at_home_requirements",2020-10-01,2,"stay-at-home"
"c7_movementrestrictions",2020-10-01,2,"internal movements"
"c8_internationaltravel",2020-10-01,4,"cross-border movements"
"stringency_index",2020-10-02,68.06,"stringency index"
"c1_school_closing",2020-10-02,2,"schools"
"c2_workplace_closing",2020-10-02,2,"workplace"
"c3_cancel_public_events",2020-10-02,2,"public events"
"c4_restrictions_on_gatherings",2020-10-02,4,"gatherings"
"c5_close_public_transport",2020-10-02,1,"public transport"
"c6_stay_at_home_requirements",2020-10-02,2,"stay-at-home"
"c7_movementrestrictions",2020-10-02,2,"internal movements"
"c8_internationaltravel",2020-10-02,4,"cross-border movements"
"stringency_index",2020-10-03,68.06,"stringency index"
"c1_school_closing",2020-10-03,2,"schools"
"c2_workplace_closing",2020-10-03,2,"workplace"
"c3_cancel_public_events",2020-10-03,2,"public events"
"c4_restrictions_on_gatherings",2020-10-03,4,"gatherings"
"c5_close_public_transport",2020-10-03,1,"public transport"
"c6_stay_at_home_requirements",2020-10-03,2,"stay-at-home"
"c7_movementrestrictions",2020-10-03,2,"internal movements"
"c8_internationaltravel",2020-10-03,4,"cross-border movements"
"stringency_index",2020-10-04,68.06,"stringency index"
"c1_school_closing",2020-10-04,2,"schools"
"c2_workplace_closing",2020-10-04,2,"workplace"
"c3_cancel_public_events",2020-10-04,2,"public events"
"c4_restrictions_on_gatherings",2020-10-04,4,"gatherings"
"c5_close_public_transport",2020-10-04,1,"public transport"
"c6_stay_at_home_requirements",2020-10-04,2,"stay-at-home"
"c7_movementrestrictions",2020-10-04,2,"internal movements"
"c8_internationaltravel",2020-10-04,4,"cross-border movements"
"stringency_index",2020-10-05,68.06,"stringency index"
"c1_school_closing",2020-10-05,2,"schools"
"c2_workplace_closing",2020-10-05,2,"workplace"
"c3_cancel_public_events",2020-10-05,2,"public events"
"c4_restrictions_on_gatherings",2020-10-05,4,"gatherings"
"c5_close_public_transport",2020-10-05,1,"public transport"
"c6_stay_at_home_requirements",2020-10-05,2,"stay-at-home"
"c7_movementrestrictions",2020-10-05,2,"internal movements"
"c8_internationaltravel",2020-10-05,4,"cross-border movements"
"stringency_index",2020-10-06,68.06,"stringency index"
"c1_school_closing",2020-10-06,2,"schools"
"c2_workplace_closing",2020-10-06,2,"workplace"
"c3_cancel_public_events",2020-10-06,2,"public events"
"c4_restrictions_on_gatherings",2020-10-06,4,"gatherings"
"c5_close_public_transport",2020-10-06,1,"public transport"
"c6_stay_at_home_requirements",2020-10-06,2,"stay-at-home"
"c7_movementrestrictions",2020-10-06,2,"internal movements"
"c8_internationaltravel",2020-10-06,4,"cross-border movements"
"stringency_index",2020-10-07,68.06,"stringency index"
"c1_school_closing",2020-10-07,2,"schools"
"c2_workplace_closing",2020-10-07,2,"workplace"
"c3_cancel_public_events",2020-10-07,2,"public events"
"c4_restrictions_on_gatherings",2020-10-07,4,"gatherings"
"c5_close_public_transport",2020-10-07,1,"public transport"
"c6_stay_at_home_requirements",2020-10-07,2,"stay-at-home"
"c7_movementrestrictions",2020-10-07,2,"internal movements"
"c8_internationaltravel",2020-10-07,4,"cross-border movements"
"stringency_index",2020-10-08,68.06,"stringency index"
"c1_school_closing",2020-10-08,2,"schools"
"c2_workplace_closing",2020-10-08,2,"workplace"
"c3_cancel_public_events",2020-10-08,2,"public events"
"c4_restrictions_on_gatherings",2020-10-08,4,"gatherings"
"c5_close_public_transport",2020-10-08,1,"public transport"
"c6_stay_at_home_requirements",2020-10-08,2,"stay-at-home"
"c7_movementrestrictions",2020-10-08,2,"internal movements"
"c8_internationaltravel",2020-10-08,4,"cross-border movements"
"stringency_index",2020-10-09,68.06,"stringency index"
"c1_school_closing",2020-10-09,2,"schools"
"c2_workplace_closing",2020-10-09,2,"workplace"
"c3_cancel_public_events",2020-10-09,2,"public events"
"c4_restrictions_on_gatherings",2020-10-09,4,"gatherings"
"c5_close_public_transport",2020-10-09,1,"public transport"
